,Review,Rating
2908,barangnya fresh semua mantap,5
2909,"Cpt bgt sampenya, seller ramah trims",5
2910,"selalu puass bgt belanja disini. ini ud repeat order ke brp ga keiitung deh. top seller, pertahankan boss",5
2911,Cepat delivery,5
2912,joss gandos,5
2913,"respons seller baik , pengiriman cepat 🙏🏼 . Recommended seller 👍",5
2914,pengirimannya cepat sekali,5
2915,pengirimannya cepat.,5
2916,"Air minum ini enak banget, beda dari air minum lainnya. Thank you utk pengiriman yg super cepat.",5
2917,Barang langsung diproses dan respon sangat cepat. Seller sangat ramah.🙏🏻🙏🏻👍🏻👍🏻,5
2918,pengiriman cepat dan product bagus,5
2919,"respon samgat cepat, dua kali beli gak kapok",5
2920,joss,5
2921,the best dah,5
2922,"Nyampe sini msh hangattt , mantappp.. makasii yaa",5
2923,Yg ke 2 beli disini,5
2924,"ToloNg susunya dibersihkan setelah diikat, ceceran susu banyak didalam plastik.",5
2925,Mantan dan cepat,5
2926,recommended bngt deh,5
2927,Produk sesuai deskripsi dan pengiriman cepat.,5
2928,"Seger bray... Respon penjual sangat bagus.. Terima kasih, semoga sukses dan jaya terus... Amiin!",5
2929,top seperti biasanya....,5
2930,barang cepat datang dan bagus,5
2931,Pelayanan seller cepat,5
2932,"pesanan sesuai deskripsi,packing rapi,kwalitas sngat bagus,senang belanja disini responnya sangat cepat,trmksih ya,semoga sukses terus👍🙏",5
2933,kereeen,5
2934,Mantap,5
2935,pengiriman cepat. ok deh,5
2936,"Cepat, sdh pesan beberapakali, tapi memang ada yang sudah bersemut",5
2937,sekoteng favorit sejak jaman kecil. terkenal sejak dulu di jogja palinh enak ini,5
2938,expired panjang,5
2939,sekali lagi transaksi yg sangat lancar dr penjual ini ... terima kasih banyak.,5
2940,segeeeerrr...,5
2941,sdh 2 kali pesan selalu enakkk air kelapanya,5
2942,selalu puas minum Prau..,5
2943,segerrr banget..Recommended..,5
2944,segeerr banget air kelapa nya.. Apalagi kalau dingin...,5
2945,air kelapa ijo paling enak dan harga paling terjangkau.,5
2946,"Fresh, harga terjangkau",5
2947,seger bangeett.. dan dikasih bonus Sedotan stainless lagi.. Mantaapp..,5
2948,brg sdh diterima dgn baik.Thank's,5
2949,rasanya enak ada manis2nya. seger aman buat detox ataupun diet rendah kalori. tanpa pemanis apapun. tx,5
2950,Mantafff... Enak banget. Hujan minuman hangat top banget deh,5
2951,"mantab, response dan pengiriman cepat. tqtq.👍",5
2952,Sekoteng instan ter The Best!!,5
2953,"barang sesuai pesanan, seller rekomen, udah yg kedua kali beli di sini, top banget deh",5
2954,"Order kedua kalinya di sini. Produknya original, dan pengirimannya juga sangat cepat. Terima kasih 👍🏻🙏🏻",5
2955,"Produknya mantap deh 👍🏻👍🏻👍🏻 Original, masih dalam segel, dan kadaluwarsanya juga masih lama.",5
2956,pembelian yang ketiga kali,5
2957,"paket raoih,expire msh lama
kurir ramah
mksh tokopedia
🙏🙏👍",5
2958,"paket sempurna, exp masih lama, kurir ramah",5
2959,"trimakasih y seller.... ngebayar rs kangen bgt ini, trnyta ada d online jg, biasanya minum krn oleh2 dr Jogja. d bestttt",5
2960,sesuai pesanan,5
2961,👍👍,5
2962,Sampai sesuai permintaan dan dengan selamat. Terima kasih,5
2963,sesuai deskripsi,5
2964,"Saya sudah coba, dan bungkusnya amat baik. Terimakasih",5
2965,"Paket sudah nyampai dengan mulus bro, kemasan rapi, segera saya cobain bunga telangnya. semoga khasiatnya bermanfaat untuk saya dan keluarga.trimakasih.",5
2966,Barang dalam kondisi bagus dan sesuai pesanan.,5
2967,"Thanks ya.., pengirimanan yg cepat",5
2968,Warna tehnya bagus..rasanya enak,5
2969,Belum dicoba semoga puass,5
2970,keren nihh! kali cepattt sekaliiii.. mantuuulll.. selalu belanja disini..,5
2971,Bagus pengiriman cepat,5
2972,Fast repond mantab!!,5
2973,fast respon dan packagingnya rapih,5
2974,Barangs esuai dengan pesanan dan tidak pecah,4
2975,packing super rapi! super satisfied,5
2976,"proses cepat sekarang, packing aman. rekomended",5
2977,"tapi proses lumayan yaa.. sy pilih 6-8jam
tp tiba 2hari kemudian..
sy klik order malam jam 12an, baru
sampe 2hari berikutnya",5
2978,packaging aman dan produk cepat,5
2979,"seller responsive, harga bagus, kiriman express. terima kasih bantuanya.",5
2980,enaaak pengiriman cpt seller responsif,5
2981,"Pesan malem, ngiranya besok siang sampe. Ternyata pagi dooong udah sampai 👏🏻👏🏻👏🏻 masih seger, packing jangan ditanya 👌🏼. Kl rasa udah pada tahu lah, enduuul. Nggak malu2in untuk kasih2 ke tetangga 😊",5
2982,pagi2 sdh sampai..dan packing utuh bagus... tks ya,5
2983,enak ini cuma ya kicik betul,5
2984,Enak banget langs ludes 😄,5
2985,ENAK DAN UNIK.. MANTAP LAH,5
2986,👍👍👍👍,5
2987,enak,5
2988,cepat respon delivarynya dn oke banget kuenya..👍👍,5
2989,"Rasanya enak bgt, respon chat cpt di bls, pengiriman jg cpt. Top markotop",5
2990,"Puas gula aren asli, dr wanginya sudah terasa",5
2991,Barang sesuai pesanan .. seller nya responsif,5
2992,"sampe barangnya cepat,,mkasih gan",5
2993,selalu the best,5
2994,tumben lama kirimnya,4
2995,mantaplah pokoknya,5
2996,Terbaik,5
2997,pembelian yg kesekian ribu kaliiii,5
2998,mantul,5
2999,"Orderan kedua, gak ada problem.. lancar seperti kemarin & produk sesuai deskripsi..",5
3000,Gak sempet foto karena setelah dimasak bentar langsung habis sama papa dan gak berhenti komen klo dagingnya enak. Semoga tambah sukses yaa,5
3001,"Ke Moza Kitchen atas rekomendasi teman. Kesan setelah berberlanja, seller komunikatif, responsif. Tenderloin datang dalam keadaan beku dan menggunakan packing vakum sehingga kondisinya terjaga. Produk sesuai dengan yg di foto. Ada 2 potong tenderloin per pack. Tidak sabar untuk segera olah dan makan.",5
3002,Alway great dan memuaskan,5
3003,👍,5
3004,Beneran empuk dagingnya even tebelnya lumayan... next repeat order Insyaa Allah.,5
3005,Semua produk disini selalu okay,5
3006,mantap betul...,5
3007,Selalu okee barangnya,5
3008,Okee.... Tinggal esekusi 😁,5
3009,Daging'nya empuk..Jozzz...,5
3010,pngiriman cepat.. 👍👍👍,5
3011,"Super fast respond, great product. Thank you!",5
3012,kenyil... kenyil...,5
3013,cepet dtgnya,5
3014,"sudah biasa langganan Boba disini, hrganya murah dan sellernya ramah",5
3015,Barang Original 👍🏻,5
3016,Selalu order disini,5
3017,"anak"" suka sesuai yg diinginkan",5
3018,👍,5
3019,Cepeeet,5
3020,Barang diterima dengan baik.. thanks,5
3021,Ada gumpalan susu di kopinya,3
3022,botol ny bukan yg lama. beda sama foto pas order ;(,4
3023,😋😋😋,5
3024,"Packing bagus,mungkin udah belajar dari kesalahan sebelumnya yang menggunakan kertas akhirnya pecah👍🏻pengiriman cepat,oke baik lah🙌🏻",5
3025,Enak kopinya and tempatnya bagus. Good Job Sir,5
3026,"Barang sesuai deskripsi... Enak, tp Proses pengiriman nya lambat padahal dah pake same-day pesan jam 12 tp baru kirim esoknya... 😓",5
3027,Terfavorite 😍😍😍,5
3028,"Rasa kopinya sangat light, dominan rasa susu",4
3029,"saya kecewa pelayanannya, saya order kemaren malam berharap pagi pas buka toko pesanan langsung di kirim dengan asumsi siang or sore nyampe dirumah. pas ditanyain chat gk bls. pengirimannya lama. saya minta cancel tp ttp di proses. product juga stikernya udh broken. untuk rasa kopi biasa aja.",2
3030,good,5
3031,"Barang sudah sampai dalam kondisi baik dan sesuai pesanan, terimakasih.",5
3032,"Mantap bro, repeat order",5
3033,stok habis,1
3034,Ok,5
3035,Barang dikirim sudah malam. Kurir tidak info barang sudah tiba sesuai dengan SOP kurir biasa. Apalagi barang ini daging mentah. Barang di tinggal saja dengan Sekuriti. Barang rusak semua.,2
3036,"mantep barangnya, sesuai foto dan deskripsi. pengiriman aman dan cepat👍🏼",5
3037,"Barang hancur dan rusak, mungkin tertimpa2",1
3038,recomended seller,5
3039,Sudah langganan *****,5
3040,"seller ramah bgt,,kurir lama bgt😅",5
3041,salah kirim. setelah beberapa hari akhrnya dibantu toko utk mengantarkan toppoki yg dipesan. appreciated utk penyelesaiannya.,2
3042,"Enak... ini udah pemesanan ke 3, bumbunya pas rasanya, mantappp",5
3043,"ternyata kecil2,semoga enak",5
3044,"rasanya enak, sayang kurirnya lama bet, waktu datang ada yg sudah jamuran",4
3045,barang sesuai pesanan. pengiriman cepat,5
3046,"Sausnya ok, rice cakenya agaknkyrang",3
3047,rasanya enak tapi saya ga dapet cara masaknya jadi agak kira kira.,5
3048,Bordir rapih bgtt suka👌🏻👌🏻,5
3049,"Pengiriman cepat, pengemasan aman. Untuk rasa terlalu manis buat saya.",4
3050,Udah ga perlu kasi review lg krn udh berthn2 slalu minum Jamon. Terbukti bs bantu jaga imun tubuh. Tengkyu Namaste..,5
3051,"pertama kalinya nyobain jamon, biasa langganan hearty potion nya.
mnrt saya scr rasa dominan lemon dan madunya.
Jadinya saya minumnya abis buka puasa utk ngehindarin maag.
utk sahur saya minum hearty potion.",5
3052,,5
3053,Mi lopppppp,5
3054,Udah repeat order.. sukak😊,5
3055,thank you..🥰,5
3056,,5
3057,okeeee...,5
3058,"yeeeyy,,, datang disaat yg tepat imun lg drop dan ini dpt flash sale.. pengiriman aman bgt cairan sampe tujuan dgn selamat.. thx namaste",5
3059,"selalu repeat order
rejeki dpet flas sale",5
3060,"Minumannya sampai dengan aman, lalu rasanya pas.. almondnya kerasa dan creamy, cuman kopinya gk terlalu kerasa. Terima kasih kak..!",5
3061,Terlalu manis untuk selera saya. Taste better cold and with ice,4
3062,Taste keep changing.,3
3063,,5
3064,,5
3065,berasa malt 😊,5
3066,Barang diterima dan sesuai,5
3067,Tumben kurirnya minta uang parkir terus botolnya ngga ada segel hitam seperti biasanya.,3
3068,Mantap banget rasanya,5
3069,"pengiriman sesuai estimasi, packing jg aman pakai bubble wrap. rasanya enak, creamy dan ada rasa almondnya. tq seller",5
3070,ujungnya kering jadi bintang 3 aja deh yak,3
3071,Wuih beneran jumbo..bagus lidah buayanya👍 pengiriman jg cepat n admin ramah,5
3072,"GEDEEEE BANGETTT, Gak pernah liat aloe vera segede gini..",5
3073,sdh trima barangnya..trnyata lidah buayanya gedhee banget dibandingkan yg ada di supermarket..recommended,5
3074,"sering beli disini,lidah buayanya segar tapi dgn syarat pengiriman yg langsung sampai paling ngk sameday klo yg hrs nginap busuk semua mungkin kepanasan bungkusnya rapat😀",5
3075,,5
3076,"bbrp kali order, tapi kenapa kali ini dikirim pelepah yg kecil tdk spt sblmnya gede",3
3077,Di pembelian ke-2 kecewa karena barang2nya rusak waktu sampai. Masalahnya sudah diselesaikan dengan asuransi (penggantian uang untuk barang saja tanpa diganti ongkir). Ada baiknya toko punya strategi supaya kejadian seperti ini tidak terulang (saya lihat di komen lain ada beberapa kasus serupa) karena yg dirugikan ya pasti pembeli.,2
3078,"sangat sangat puas...gede"" bngt",5
3079,mantaap daaah pokoknyaa,5
3080,"pengiriman cepat, packing rapi",5
3081,"Tokonya OK Banget. Pesan Minggu, Senin harusnya sudah sampai. Sayangnya kurirnya error, dikirim engga, malah ditahan 🙄🙄🙄 (A****A**)",5
3082,"ada kendala pengiriman. seller info kalo dah dipickup tgl 03 dan di ""lacak"" baru terupdate di anteraja 06 dan terima hari ini tgl 07 stlh telp bbrp kali ke anteraja.
sy pribadi percaya seller krn track record anteraja memang diragukan",5
3083,terima kasih sudah sampai. barang dengan kondisi baik. dan di kemas dengan aman.,5
3084,"Barang sesuai pesanan, kualitas bagus. Sayang ekspedisi agak lelet dan malas update status perjalanan barang.",4
3085,bagussssssss,5
3086,trima kasih cpt sampainya,5
3087,,5
3088,cepat dan rapih,5
3089,"Sudah berlangganan...Selalu senang belanja ditoko ini responnya cpt,barangnya berkualitas,packaging rapi pengantaran tepat waktu",5
3090,Gooooooddddds... mantabs.....,5
3091,"penjual baik, barang sampai dengan baik...",5
3092,Terima kasih barang sudah diterima dengan baik,5
3093,terimakasih paketnya sampai dan di bungkus dengang rapi,4
3094,"sudah langganan, sepeeti biasa puas. recommended",5
3095,Mantab.. Sesuai deskripsi.. Response cepat.. Recommended..!,5
3096,packingan oke bgt. admin fast respon. rekomen deh,5
3097,mantul,5
3098,saya rebus lagi sebentar biar lebih awet di kulkasnya. Tambah stevia + vanila + garam dikit ...enak seger banget,5
3099,"sudah dtg😊. thank you seller. sukses dan sehat terus utk kurir dan seller.
Gbu😇",5
3100,"kopinya joss, rasanya soft dan enak dilambung 👍😊",5
3101,Langganan........... 👍,5
3102,mantab,5
3103,TOPPP!!! No Complain!!,5
3104,"Toko langganan. Kopi enak harga murah. Tapi pembelian kali ini agak lama di pengemasan ya (beli tgl 12, baru dikirim tgl 15). Lain kali mohon ditingkatkan kecepatan pelayanannya",4
3105,ini dah order yang ketiga atau keempat,5
3106,👍👍👍,5
3107,Dari packing sudah tercium wangi kopinya. Terimakasih contoh kopinya . Sukses terus ya kak.,5
3108,kopi wangi dan enak diminum.....ini orderan yang ke 2 x nya,5
3109,Langganan,5
3110,Alhamdulillah........,5
3111,terimakasih Uda nyampk,5
3112,Dah sampai,5
3113,"udah langganan, respon dan pengiriman cepat, selalu dapat produk yg terbaik",5
3114,mantap,5
3115,lumayan bagus...mantap berkah aamiin,5
3116,recomended seller...,5
3117,"pembelian kesekian kalinya...
mantabb",5
3118,Ntaps,5
3119,Ntaps,5
3120,kesekian kalinya beli kulit samosa disini... tidak mengecewakan... terima kasih banyak🙂🙏,5
3121,selalu cepat pengiriman nya.recommended,5
3122,Selalu langganannnm disiniiii pokoknya,5
3123,"kulit samosa terbaik, tergurih, termurah, ya cuma di sini.",5
3124,Teksturnya lembut semoga tidak gampang patah 👍👍,5
3125,"Pelayanannya cepat, mempunyai inisiatif menanggulangi potensi hambatan transaksi dan produk kulit samosanya enak banget. Alhamdulillaah",5
3126,"Udah kesekian kalinya belanja disini kulitnya baguss ga gampang patah, stelah digoreng jg jadinya crispy kulitnya, seller fast response dan ramah 😊👌 terimakasih banyak yaa sukses terus",5
3127,baguuuuuus.....,5
3128,kulit nya bagus gk gampang sobek. udh sering beli disini. selalu memuaskan 😘👍👌,5
3129,"pengiriman cepat, seller responsif",5
3130,"pengiriman super cepat, seller fast respond, sdh bbrp kali order, recommended seller",5
3131,Enak lah,5
3132,Ini udah ketiga kali beli kopi disini krn rasanya enaaak bgttt creamy manisnya pas suka sekali:),5
3133,selalu repeat order,5
3134,"enak untuk yang suka kopi creamy, tapi manis bangettttt ya Allah....",4
3135,love! thanks for prompt service and constant quality.,5
3136,"Fast delivery, dari awal sudah request supaya less sugar, namun ternyata tetap manis banget & terlalu creamy, tidak terasa kopi-nya",2
3137,"Terlalu creamy buat saya, eneg",2
3138,"terlalu manis untuk dilupakan
kenangan yang indah bersama mu
tinggalah mimpi

*you sing you lose

ciyuuss...beneran kemanisan kopinya",3
3139,"terima dengan baik , rasa biasa aja",5
3140,PUAS BANGET! RESPON LUAR BIASA CEPAT! RAMAH PAKE BANGET! RECOMENDED POKOKNYA!,5
3141,produk masih gress,5
3142,"Hepii.. Supplier ""Pohon Natal"" emang jempolan : rapi jali, cepet, lancar jaya, mantebz! GOD bless the supplier and ToPed jg! Sll sehat dan makin sukses smuanya yaa.. 🌟💟😎🙏👍",5
3143,cepat sampai. bungkus ok,5
3144,"puas banget belanja di sini..
selalu jd langganan",5
3145,Sesuai Pesanan,5
3146,selalu cepat sampai,5
3147,Barang Bagus. Makasih,5
3148,"suka bgt sama pelayanannya fast respon, pengiriman sangat cepat.thanks ya kak..sukses selalu.Gbu",5
3149,Respon baik pengiriman cepat di hari minggu 👍,5
3150,"Pengiriman cepat, packingnya jg aman bgt ini pembelian ke dua",5
3151,"Puas, cepat dan gratis ongkir",5
3152,pengirimannya cepat,5
3153,barang sudah sampai lumayan bagus terima kasih ya,5
3154,"Repeat order, very good service and love the products. Thank you.",5
3155,"packaging rapih dan aman.. produk enak, segar rasanya..",5
3156,"Bikin badan fit, muka lebih kenyal dan ga jerawatan lagi.
Packing rapi, pengiriman cepat",5
3157,,5
3158,Sampai dengan selamat dan cepat hahaha sering2 diskon yaaa hehehe,5
3159,sdah kedua x beli..sring adain promo ya..,5
3160,"Packing sangat aman ,penjual ramah, makasih",5
3161,"pengiriman cepet banget, pengemasan sangat aman, respon seller ramah👍🏻",5
3162,saya puas barang cepet sampai,5
3163,Gooood,5
3164,"bagus sekali
cepat
seller baik dan ramah",5
3165,ternyata 1 PC. 1 kg,1
3166,fast reapon,5
3167,"packing super....
semuanya super....
recommended seller 👍🏻👍🏻👍🏻👍🏻👍🏻
super sekalih...",5
3168,"paket diterima baik, pengemasan dan pengiriman baik..harga ok",5
3169,packing aman,5
3170,Bawang goreng tidak dicampur kulit bawang merah.,5
3171,"sempat ketukar bwg putih tp bwg putih nya juga bagus wangi dan saya pakai juga, beli lagi deh bwg merah😂 makasih ya mlidjo",5
3172,"Selalu puas belanja disini. Packaging rapi, kemasan nya pun bagus.. kualitas produk terbaik.. top seller deh.. 👍👍👍👍👍",5
3173,"Keren abis, seneng langganan di sini👍",5
3174,Trimaksih dengan mlinjo.yang sudang merespon kami dengan baik.dan pelayanan juga baik👍👍👍👍👍,5
3175,Semua produknya selalu bagus dan segar. Moga laris manis dan sehat selalu kakak. Terima kasih.,5
3176,Mantap. Fast response. Pengiriman sangat cepat. Barang bagus.,5
3177,"Recomended seller, terimakasih",5
3178,,5
3179,,3
3180,barang sesuai pesanan harga murah kualitas terjamin packing rapi,5
3181,ok,5
3182,"barang sesuai, packing rapih cepat sampai. good 👍👍",5
3183,Bawang goreng nya renyah.,4
3184,enak dan renyaaah harga ok banget,5
3185,"lumayan sesuai walaupun agak pahit dikit gpp,sing penting response seller cepat dan ramah.
terima kasih, sukses selalu.",5
3186,"Sdh diterima dg baik,...., blm dicoba sih, Semoga aja enak...",5
3187,pas awal nyampe sempet ada semut kecil gitu di luar paketnya terus saran aja sih tolong di segel tutup nya soalnya ga kenceng bgt gampang dibuka takut pecah aja berantakan soalnya ga ada bubblewrap nya. klo segi isi sih ga begitu full tapi gatau rasanya enak apa engga belum di coba. tolong perbaiki packingnya ya.,4
3188,jos,5
3189,mantaabbb...makasih,5
3190,"Pesanan sudah di terima dg baik. Warnanya bagus, ga coklat ky kemarin2. Pertahankan kualitas ya. terima kasih. Sukses trs.",5
3191,"sudah sampai langsung habis, bawang goreng sama juragan ini nikmat bgt rasa nya pelanggan saya banyak yg senang",5
3192,"sudah sampai langsung habis, bawang goreng sama juragan ini nikmat bgt rasa nya pelanggan saya banyak yg senang",5
3193,"sudah sampai langsung habis, bawang goreng sama juragan ini nikmat bgt rasa nya pelanggan saya banyak yg senang",5
3194,"sudah sampai langsung habis, bawang goreng sama juragan ini nikmat bgt rasa nya pelanggan saya banyak yg senang",5
3195,selalu puaaasss,5
3196,alhamdullillah sehari sampe beli ke 2 kali nya harga nya murah tp bawang goreng nya kualitas nya bagus thanks seller nya ramah 😍,5
3197,"enak dan murah banget, mkasih yaaa..",5
3198,"Bawang sampai dengan aman, bawangnya renyah dan beraroma",5
3199,"buuuaguus banget Bagornya, kl bintang sampe 10 pasti ku kasih 10 hehehe

pengiriman jg cuuupet sehari sampe",5
3200,mantab sesuai deskripsi dan produk maupun pengiriman oke,5
3201,"Respon bagus, pengiriman cepat, paket dibungkus rapi banget dan rasa bawangnay enak.",5
3202,Terlalu basah bawangnta,2
3203,rasanya enak banget......,5
3204,Fast response alhamdulillah sampai dengan aman . Semoga besok bisa pesen lagi yaaaaaa thank youuuuu,5
3205,Terima kasih sudah diterima dengan baik. sukses selalu,5
3206,,5
3207,"Gradenya beda dgn fotonya
, beda sama brand tetangga.
Tp overall enak",5
3208,"Kemasan aman, rasa enak",5
3209,Enak sih.. Tp ga luar biasa,5
3210,"Pesanan sudah di terima dg baik. Warnanya bagus, ga coklat ky kemarin2. Pertahankan kualitas ya. terima kasih. Sukses trs.",5
3211,"sudah sampai langsung habis, bawang goreng sama juragan ini nikmat bgt rasa nya pelanggan saya banyak yg senang",5
3212,"sudah sampai langsung habis, bawang goreng sama juragan ini nikmat bgt rasa nya pelanggan saya banyak yg senang",5
3213,"sudah sampai langsung habis, bawang goreng sama juragan ini nikmat bgt rasa nya pelanggan saya banyak yg senang",5
3214,"sudah sampai langsung habis, bawang goreng sama juragan ini nikmat bgt rasa nya pelanggan saya banyak yg senang",5
3215,selalu puaaasss,5
3216,alhamdullillah sehari sampe beli ke 2 kali nya harga nya murah tp bawang goreng nya kualitas nya bagus thanks seller nya ramah 😍,5
3217,"enak dan murah banget, mkasih yaaa..",5
3218,"Bawang sampai dengan aman, bawangnya renyah dan beraroma",5
3219,"buuuaguus banget Bagornya, kl bintang sampe 10 pasti ku kasih 10 hehehe

pengiriman jg cuuupet sehari sampe",5
3220,"Makasi sudah sampai pesananku kemarin
Sudah di coba 👍
Next pasti beli disini",5
3221,"Packagingnya super aman dan rapi, pengiriman cepet bgt, bawangnya enak bgt!! Bakal order lagii!",5
3222,keliatannya enak bawang gorengnya sekilas klo diliat dr toples nya,5
3223,Bawang nya enak guruh dan renyah,5
3224,"pengiriman cepat, packing rapi dg bubblewrap berlapis2, bawang gorengnya asli tanpa tepung",5
3225,Bawangnya ga pernah ga enak. Selalu mantap,5
3226,mantab brmbng ny,5
3227,uda berkali2 beli disini..puas dah,5
3228,Trmksh,5
3229,gurih..renyah bagornya,5
3230,Bawang gorengnya enak banget. Kriuk dan awet. Udah langganan beli disini 3 tahun terakhir.,5
3231,Udh coba berbagai macam merk tp Ny Melinda yg paling enak. The best bawang goreng in town.,5
3232,"bawang goreng terenak sih nih.. suka banget, bawangnya gede & gurih",5
3233,Repeat order ke sekian. Terima kasih!,5
3234,"Pesanan sdh diterima dgn baik, pelayanan dan pengiriman cepat 👍🏼
Terimakasih yaaa",5
3235,"Respon cepat, pengiriman cepat, packaging aman. Barang sesuai deskripsi. Pembelian kedua kalinya. Recommended seller.",5
3236,pelanggan setia deh 😁Terima kasih ya 🙏🙏🙏🙏,5
3237,Barang sampai dengan baik,5
3238,Udah langganan setia deh 😁terima kasih ya🙏🙏🙏🙏,5
3239,pelanggan setia deh 😁terima kasih ya🙏🙏🙏,5
3240,Sudah langganan sangat puas sekali,5
3241,"Bagus, tapi bukan kualitas premium ... sesuai harga.",5
3242,Siip produknya 👍😀,5
3243,Enak & renyah 👍,5
3244,"Service seller OK banget... complain customer ditangani dgn baik, dapat penggantian produk 👍👍",5
3245,Bawang yg dikirim sudah melempem kak...,3
3246,mantap,5
3247,Tidak serenyah yg sebelum2nya saya order juga di sini 😀,4
3248,siiipp produknya... 👍😘,5
3249,,5
3250,"udh langganan bawang goreng renyah, enak dan beneran sekilo",5
3251,"Produkkkkkk originallllllllll. Pengirimannn barang sangat baik, respon penjual sangattttttt baik. Kualitas produknyaaaaa bagusss bangetttttt, harganya juga sesuaiii sama produknyaaaa, gakecewaa pokoknyaaa luvv bgtttt❤❤❤Sukaaa bangettttttt ama barangnyaaaa😍 next belanja lagi disiniiiii😍 bagusss bgt",5
3252,kecewanya sama seperti bulan lalu begitu dibuka ada semut merah gatel dan banyak di bagian ujung pas mau buka bawangnya. bagusnya semutnya tidak masuk kedalam. beli lagi karna berharap sudah improve..eh terus begini.padahal saya cocok dengan rasa bawang dan harganya. tapi gak tau apa yg salah..selalu datang dengan semut merah,1
3253,berat nya bener 1 kilo bawang goreng nya bagus enak gak gosong dan besar2 bakal langganan mantap,5
3254,"pesanan sudah sampai,packing rapi,bawang gorengnya wangi dan renyah👍",5
3255,"garing, renyah , wangi",5
3256,Bawangnya renyah..,5
3257,"yg kali ini agak sedikit coklat, biasanya kuning keemasan. makasih",4
3258,"bawang goreng renyah cocok untuk taburan di makanan, tapi kurang gurih sedikit",4
3259,"Langganan tetap, selalu puas belanja disini 😊👍",5
3260,"bawangnya lebih bagus liat langsung, drpd di fotonya...",5
3261,sll repeat order dsini,5
3262,pembelian yg ke tiga kalinya.. bawangnya enak,5
3263,langganannnn 👍👍👍,5
3264,"tidak spt sebelumnya, warna hasil gorengan nya sedikit lebih gelap",3
3265,"bawang enak dan banyak, thank youu",5
3266,mantap... Istri saya Suka dan Nyuruh Pesen lagi...,5
3267,,5
3268,terima kasih ya,5
3269,"pengemasan oke bgt bersih,plastik tebal, isi memuaskan dan bawang gorengnya enak",5
3270,"sesuai deskripsi, gurih dan renyah mantaap",5
3271,"bawang gorengnya PAHIIITTTT SEPAHIT PAHITNYA...ga ada rasa bawang sama sekali. kalau makan kebanyakan pusing. Ga tau itu campurannya pakai apa. Sebetulnya kalau jualan jujur, malah berkah. konsumen kan cerdas, ga bisa dibohongin.",5
3272,pelayanan nya cepat n bungkusnya rapih..👍,4
3273,mantap nih. murah meriah,5
3274,Mantap proses pengiriman cepat barang oke,5
3275,Gooooooodddd,5
3276,barang sesuai dengan deskripsi. terima kasih,5
3277,bawang enak renyah,5
3278,Ini uda beli yang kesekian kali. Bawang gorengnya enak banget!!!!,5
3279,Bawang GORENG top markotop,5
3280,"fast respon,,barang bagus😊😊",5
3281,"bawangnya enak kriuk, pengiriman cepat",5
3282,"baguss, renyah, enak, murah...

tp saya yakin ini ada campuran.. kalo ga tepung ya baking powder",5
3283,"sudah jd langganan, dan selalu kasih bintang 5, tp x ini benar2 kecewa, bawangnya jelek banget",1
3284,barang nya sesuai pesanan dan proses nya cepat,5
3285,bawangnya bagus,5
3286,barangnya mantab rasanya,5
3287,"Respon cepat, mantulll....",5
3288,ok,5
3289,"Mantap bawangnya,b ersih, langganan disini terus",5
3290,"mkasiiy packing ditrima rapi, repeat order k 2..ori bwng gor.palu⭐⭐⭐⭐⭐",5
3291,barang oke. munkin buble nya aja d kasih extra boss. masa hargs 2 rb buble nya cuma seupil 😁,5
3292,"barang sesuai dengan yang ditawarkan , kwalitas sangat baik , terima kasih bonusnya",5
3293,👍👍,5
3294,Puas sekali dengan bawang merah gorengnya. renyah n wangi. dapat bonus abon juga. pengiriman juga cepat. makasih seller.,5
3295,"Harga murah krn flashsale.... aroma bawangnya kurang terasa.... packing oke bangetttt, rapiiiiii
.",4
3296,"bawangnya enak, sudah repeat order",5
3297,Recomended belanja barang disini... 😊 👍,5
3298,mantab,5
3299,bawang makyus,5
3300,"Respon cepat, barang sesuai. Mantab",5
3301,"terimakasih banyak 🙏 walaupun salah saya terlambat dalam memesan, tapi barang tetap dikirimkan walaupun toko tutup.",5
3302,Mantap enak renyah,5
3303,barang sesuai pesanan.. makasih,5
3304,Terima Kasih... Kami Sekeluarga suka n cocok,5
3305,Lumayan kering namun kurang asin.,4
3306,Aman,5
3307,kurang rasa untuk bawang gorengnya,3
3308,Enak,5
3309,"Crispy dan harum aromanya
Recomended, sdh reorder",5
3310,Biarlah segalanya Bintang yg Bicara...”SUKSES+SEHAT+Makin BAHAGIA selalu beserta Keluarga dalam semua ya...” Dan Aku ucapkan Terimakasih banyak atas segalanya pula.,5
3311,baik,3
3312,sesuai order,5
3313,"ENAAAKK! Gak pahit, gak berminyak, gariiiingggg, gak ada kulit2 bawang yang ikut soalnya suka beli bawang goreng yang udah jadi biar banyak kulit bawangnya juga dimasukin. Yang dari Indo Kuliner bener2 pure daging bawangnya, maa syaa Allah mumtaz👍🏼👍🏼👍🏼 bakal beli lagi kalo abis",5
3314,,5
3315,,5
3316,kurang enak...,3
3317,enak bawang goreng nya..trima kasih,5
3318,Terima kasih Pak/Bu! Barang telah diterima dengan baik. Pengemasan rapi dan pengiriman cepat. Memuaskan.,5
3319,bawang gorengnya kalo menurut saya terlalu kering,3
3320,Brambang gorengnya di oven jadi kering dan engga benyek seperti bawang goreng yg digoreng sendiri. Hmmm terima kasih ya seller. Good job. Recomended.,5
