Review,Rating,Sentiment
sudah sering beli,5,neutral
baru pertama kali beli vco merk ini,3,neutral
barang sudah sampai semoga berkhasiat dan ampuh thx,5,neutral
wedang nya uenak muantappp,5,positive
selalu jadi langganan,5,neutral
second order,5,neutral
kualitasnya ga diragukan lagi jadi pelanggan tetap kurir ramah dan baik,5,positive
respons penjual cepat barang sesuai pesanan mantap produknya,5,positive
barang sudah datang sesuai pesanan terimakasih walaupun tokonya late response,4,negative
kembali ke awal rasanya,5,neutral
pas rasanya dicampur ke apa aja bs seller gercep bgt,5,positive
mantap enak,5,positive
barang bagus layanan bagus pengiriman telat mungkin lagi banyak,5,negative
respon n pengiriman cepat sudah minum botol yg ke 2 tp hasil blom seberapa kelihatan berat badan hanya turun 1 2kg,5,positive
ok pelayanan cepat pengiriman juga cepat,5,positive
fast respond packing rapih,5,positive
pengiriman cepet udah 2x beli yang merek ini tengkyuuu,5,positive
respon n pengirimannya cepat hanya packagingnya kurang rapi n aman smoga cocok n hasilnya bs spt keterangannya mksh,5,negative
proses cepat tp pake kurirnya lama,5,negative
pengirimannya cepat seller responsif,5,positive
terima kasih brg diterima dgn baik,5,positive
ini mah sdh langganan toko rekomended banget lebih murah ori jgn d ragukan lagi seller warbiasa ramaah fast respons ceoet nyampe nyanpeee barokah elke,5,positive
ok kak sesuai pesanan udh langganan,5,neutral
pengiriman cepat sekali terima kasih,5,positive
sangat bagus,5,positive
barang sesuai yg difoto pengiriman cepat mantap,5,positive
barang sesuai,4,neutral
sudah beberapa kali order dan sampai dengan tepat waktu,5,positive
barang sesuai respon baik,5,neutral
produk mantap packing rapih penjual nya ramah n tanggung jawab thanks ya boss ku,5,positive
selalu memuaskan kualitas produk ok harga layak pengiriman aman terimakasih,5,positive
selalu puas belanja disini respon pengemasan dan pengiriman cepat,5,positive
barangnya cepat sampai packingnya rapi dan aman baru mau coba konsumsi semoga cocok dan berjodoh,5,positive
produk berkualitas dg bahan baku yang aman dan halal,5,positive
repurchase untuk kesekian kalinya secinta itu emang sama seleros madu,5,neutral
minum ini alhamdulillah ngurangin bruntusan,5,neutral
sdh kesekian kali beli seleros selalu puas alhamdulillah,5,positive
mohon perbaiki untuk packing nya,4,negative
kesayanganku bantu bersihin usus rasanyaa kulit jd lbh bersih sehat seger,5,positive
beli buat sendiri dan juga temen alhamdulillah temen cocok,5,neutral
sekalipun ga punya alat ngedeteksi air tp sy rasa ini air zam zam asli,5,positive
cepet banget pesen jam 2 siang jam 7 30 mlm dah sampe,5,positive
barang oke pengiriman cepat siippp tetap pake si cepat yaaa,5,positive
mantap pengiriman cepat mudah2an asli makasih buat selernya,5,positive
pengirimannya sih aga telat,5,negative
paket sudah ditrima dlm kondisi baik trims,5,positive
sy belum minum tp saya yakin dengan produk garlic power dr hydrofarm saat in sy sakit diabetes dan luka di kaki yg cukup besar untuk bisa menutup kembali diabetes harus rendah,5,neutral
brg di terima dgn baikini ke 2x ny order mdh2an cck berkhasiat spt di deskripsi pengiriman jg sdh kembali spt biasa ny,5,positive
packingnya the best barang sampe dgn aman,5,positive
produk ini saya anggap sangat bermanfaat bagi org yg peduli dgn kesehatan,4,neutral
packing bgs,5,positive
kemasannya bagus,5,positive
sesuai pesanan tiba dengan selamat lagi dicoba minum semoga bermanfaat thanks,5,neutral
udh ke berapa kalinya packaging aman udh minum ini brp bulan enak di badan,5,positive
pengiriman barang lumayan cepat dan packing aman produk baru mau dicoba keampuhannya kok tdkada saran penyimpanan di luar atau dlm lemari es,4,positive
akhirnya bisa pesen jamu enak pula rasanya keep up the good work sudah repeat juga thank you,5,positive
selalu beli disini rasanya enak dipesan jam 7 sampai jam 9 pelayanan super,5,positive
manteb kualitas nya,5,positive
pemesana kali ini kurang puas rasa dan racikannya spertinya berbeda dgn sebelumnya agak encer ya moga nanti sperti sebelumnya lg,2,negative
jamu paling enak,5,positive
pengemasan rapi bubble wrap tebal pengiriman jg cepat untuk rasa blom coba,5,positive
service memuaskan rasa enak udah repeated order kesekian kali,5,positive
saya yg tdnya ogah minum jamu karena rasane ora keru2an dan baunya ora blas banget setelah nyoba jamu jamu dari lies jamu malah ketagihan hehehee ternyata jamu tidak semenakutkan seperti yg saya kira matur nuwun sangeeet pasti repeat order lagiii,5,positive
ok banget sdh repeated order kesekian kali,5,positive
rasa kunyit asam klasik yg gak banyak campuran rempah2 lainnya pas sesuai selera saya manisnya juga pas,5,positive
barang sampai dg aman dan baik,5,positive
item as described,5,neutral
langganan setia sering order tksh seller sdh cepat merespon dan mengirimnya,5,positive
selalu enak dan menyegarkan jamu nya paling favorit yg kunyit asam dan jahe,5,positive
sampe pagi dlm kondisi baik dan dingin kayanya abis taro di kulkas tp blm di coba krn blm buka puasa,5,positive
mantabbb seller super responsif delivery wuzz wuzz moga berkhasiat,5,positive
kualitasnya mulai menurun klo dilihat dr ampasnya kunyit asamnya seperti menggunakan bubuk,4,negative
kunyitnya kental banget bagus makasih ya,5,positive
sudah jadi langganan terima kasih seller u respon dan pengiriman yg cepat,5,positive
good stuffs fast shipment recommended,5,neutral
brg sdh diterima dgn baik pengiriman rapih aman,5,positive
very good quality recommended,5,neutral
mantap masi dingin,5,positive
kwalitas barang tidak diragukan lagi okey bgt sudah bbrp kali order dan cocok sukses terus ya,5,positive
lebih sehat banget setelah makan bird nest,5,neutral
rasanya enak bgt,5,positive
super puas and happy fast respon dan cepet juga sampe hari dalam hitungan jam ayo jangan ragu beli ke toko ini,5,positive
nyampe dengan aman kotaknya kecium bau pandan belum dicoba semoga ngefek,5,positive
respon cepat barang sesuai dengan yang ditawarkan packing bagus dan aman,5,positive
gk perlu antri,5,positive
sip mantap,5,positive
brg sampai sesuai sujamer enak langganan sama sujamer,5,positive
ok thanks,5,neutral
kiriman paket sudah sampai dikemas dengan baik produknya ok,5,positive
enak bgttt menghangatkan jamer nya pedes bgt enak pokoknya lah,4,positive
makasih gelasnya,5,neutral
pesanan sudah diterima respon pengiriman cepat dan packing rapi hanya sayang bonus gelasnya dari plastik,5,neutral
thanks gratis tumblr nya kak harusnya dapet gelas mungkin abis jadi diganti tumblr tapi bagusan tumblr sih bisa dibawa kemana2,5,negative
belanja disini selalu puas fast delivery good product good packaging terimakasih banyak semoga sukses selalu,5,positive
rasa nya seger asem2 manis gk pait sama sekali thank you,5,positive
suka sekali produknya fresh dan expired nya lama,5,positive
roselanya fresh dan seger dibuat minuman dingin,5,positive
terimakasih banyak,5,neutral
barang sesuai pesanan tks,5,neutral
rosellanya bagus banget kualitasnya wangi bunganya pun besar2 ktika diseduh warnanya cantik puas banget,5,positive
alhamdulillah paket sudah sampai dgn selamat terima kasih kk smoga lancar usahanya aamiin,5,neutral
sudah langganan selalu beli ditoko ini,5,neutral
product sesuaii semoga bermanfaat thnks,5,neutral
sudah langganan puas pelayanannya,5,positive
barang bagus harga bagus kirim cepat,5,positive
respon dan pengiriman cepat skl sdh sering order,5,positive
udh langganan beli disini dan selalu puas,5,positive
harga hematt pengirimann kilattt,5,positive
sudah untuk kesekian kalinya jamunya enak banget tanpa ampas,5,positive
sadis pagi pesan siang brg diterima recommend seller,5,positive
balas chat cepat proses pengiriman cepat produk mantap,5,positive
maaf gan lupa confirm terima produk dan pelayanannya super alhamdulillah qadarallah radang tenggorokan istri saya udah mendingan,5,positive
respon seller cepat pengiriman cepat packing oke aman expired date nya jg msh lama tks yaa,5,positive
enaaaaak manjuuuuur buat luka dalam,5,positive
mantap pengiriman dan konfirmasi cepat terima kasih,5,positive
enak packing aman dan cepat,5,positive
udah sering repeat order ditoko ini dan selalu puass,5,positive
isian ny sedikit,4,negative
bikin enak tidur dan bdn segar,5,neutral
pengiriman cepat sampai dg selamat,5,positive
mantab repurchase terus,5,positive
saya puas belabja disini kwalitas produk bagus pengiriman cepat harga murah paket rapi recomendeed seller,5,positive
terima kasih banyak telah melayani dengan baik semua products bagus packaging nya aman products sesuai foto harga bersaing dengan bagus pengiriman cepat tepat very recommended shop seller next pasti akan sering blanja lagi di sini deh semoga semakin maju sukses ya,5,positive
belum dicoba,4,neutral
mantabbbbb,5,positive
lumayan lah,5,negative
semoga bermanfaat,5,neutral
pertama kali coba semoga cocok,5,neutral
produk ok semoga bermanfaat untuk tubuh dan khasiatnya bekerja dengan baik paking baik dan aman pengiriman cepat dan tepat waktu terima kasih seller,5,positive
slow respon,5,negative
layanan bagus,5,positive
teh bunga telangnya bagus kering tapi fresh,5,positive
cepat respons selalu rapih ga ada penyok exp masih lama,5,negative
pengiriman cepat dan barang sesuai deskripsi,5,positive
slalu repeat order sama penjual ini kualitas ok response cpt,5,positive
barang cpt diantar,5,positive
fast response,5,positive
recommended banget response cepat dan barang ok,5,positive
response pedagang cepat dan sesuai espektasi recommended seller,5,positive
seller oke product ori,5,positive
respon cpat dan brg sesuai pesanan,5,positive
barang sesuai pesanan pengiriman agak lama,5,negative
cepat dan baik,5,positive
semuanya ok,5,neutral
kesekian kali terima kasih cepat sampe,5,positive
bagus gan semoga bermanfaat,5,positive
mantaaaaaaaaaaaaaap,5,positive
produk original cuma pengirimannya lamaaaaa bgt,5,negative
cepat sampai fast respont,5,positive
pengirimannya cepet banget sehari sampai padahal pilih yang bebas ongkir keceee,5,positive
produk original pengiriman cepat packaging super ekstra dan aman,5,positive
order utk sekian kalinya,5,neutral
pesanan dikemas dengan sangat rapi hati² sekali hearty potion ini enak sekali bisa menurunkan kolestrol trksh ya kak sukses selalu,5,positive
produk sesuai yang dipesan barang cepat sampai packaging aman tidak buat barang rusak,5,positive
pengiriman ok sudah order kedua produk rasanya enak,5,positive
proses dan pengiriman cepat barang sesuai deskripsi recommended seller thanks,5,positive
menyehatkan,5,neutral
langganan belanja disini selalu top pelayanan dan barangnya,5,positive
kemasan rapi bersih belum dicoba smg bagus,5,positive
aku beruntung ketemu seller ramah dan products yg high quality 1 pack setelah dimasak banyakk bangat kemasan setiap barang2 didalam packingan juga bersih recommended seller,5,positive
beli kemarin hari ini da nyampe packing rapi semoga cocok dan bermanfaat,5,positive
kasih bintang 3 dulu soalnya blum dicoba masak semoga sy suka,3,neutral
yummmy,5,positive
barang sesuai dan sangat baik penjual komunikatif dan respon cepat pengiriman aman recommended seller,5,positive
enak bgt segerrr dah repeat order 2x pelayanan juga mantap thank you golden tree 88,5,positive
barangnya fresh semua mantap,5,positive
cpt bgt sampenya seller ramah trims,5,positive
selalu puass bgt belanja disini ini ud repeat order ke brp ga keiitung deh top seller pertahankan boss,5,positive
cepat delivery,5,positive
joss gandos,5,neutral
respons seller baik pengiriman cepat recommended seller,5,positive
pengirimannya cepat sekali,5,positive
air minum ini enak banget beda dari air minum lainnya thank you utk pengiriman yg super cepat,5,positive
barang langsung diproses dan respon sangat cepat seller sangat ramah,5,positive
pengiriman cepat dan product bagus,5,positive
respon samgat cepat dua kali beli gak kapok,5,positive
joss,5,positive
the best dah,5,positive
nyampe sini msh hangattt mantappp makasii yaa,5,positive
yg ke 2 beli disini,5,neutral
tolong susunya dibersihkan setelah diikat ceceran susu banyak didalam plastik,5,negative
mantan dan cepat,5,positive
recommended bngt deh,5,neutral
produk sesuai deskripsi dan pengiriman cepat,5,positive
seger bray respon penjual sangat bagus terima kasih semoga sukses dan jaya terus amiin,5,positive
top seperti biasanya,5,positive
barang cepat datang dan bagus,5,positive
pelayanan seller cepat,5,positive
pesanan sesuai deskripsi packing rapi kwalitas sngat bagus senang belanja disini responnya sangat cepat trmksih ya semoga sukses terus,5,positive
kereeen,5,positive
pengiriman cepat ok deh,5,positive
cepat sdh pesan beberapakali tapi memang ada yang sudah bersemut,5,positive
sekoteng favorit sejak jaman kecil terkenal sejak dulu di jogja palinh enak ini,5,positive
expired panjang,5,positive
sekali lagi transaksi yg sangat lancar dr penjual ini terima kasih banyak,5,positive
segeeeerrr,5,positive
sdh 2 kali pesan selalu enakkk air kelapanya,5,positive
selalu puas minum prau,5,positive
segerrr banget recommended,5,positive
segeerr banget air kelapa nya apalagi kalau dingin,5,positive
air kelapa ijo paling enak dan harga paling terjangkau,5,positive
fresh harga terjangkau,5,positive
seger bangeett dan dikasih bonus sedotan stainless lagi mantaapp,5,positive
brg sdh diterima dgn baik thanks,5,positive
rasanya enak ada manis2nya seger aman buat detox ataupun diet rendah kalori tanpa pemanis apapun tx,5,positive
mantafff enak banget hujan minuman hangat top banget deh,5,positive
mantab response dan pengiriman cepat tqtq,5,positive
sekoteng instan ter the best,5,positive
barang sesuai pesanan seller rekomen udah yg kedua kali beli di sini top banget deh,5,positive
order kedua kalinya di sini produknya original dan pengirimannya juga sangat cepat terima kasih,5,positive
produknya mantap deh original masih dalam segel dan kadaluwarsanya juga masih lama,5,positive
pembelian yang ketiga kali,5,neutral
paket raoih expire msh lama kurir ramah mksh tokopedia,5,positive
paket sempurna exp masih lama kurir ramah,5,neutral
trimakasih y seller ngebayar rs kangen bgt ini trnyta ada d online jg biasanya minum krn oleh2 dr jogja d bestttt,5,neutral
sampai sesuai permintaan dan dengan selamat terima kasih,5,neutral
saya sudah coba dan bungkusnya amat baik terimakasih,5,positive
paket sudah nyampai dengan mulus bro kemasan rapi segera saya cobain bunga telangnya semoga khasiatnya bermanfaat untuk saya dan keluarga trimakasih,5,positive
barang dalam kondisi bagus dan sesuai pesanan,5,positive
thanks ya pengirimanan yg cepat,5,positive
warna tehnya bagus rasanya enak,5,positive
belum dicoba semoga puass,5,neutral
keren nihh kali cepattt sekaliiii mantuuulll selalu belanja disini,5,positive
bagus pengiriman cepat,5,positive
fast repond mantab,5,positive
fast respon dan packagingnya rapih,5,positive
barangs esuai dengan pesanan dan tidak pecah,4,positive
packing super rapi super satisfied,5,positive
proses cepat sekarang packing aman rekomended,5,positive
tapi proses lumayan yaa sy pilih 6 8jam tp tiba 2hari kemudian sy klik order malam jam 12an baru sampe 2hari berikutnya,5,negative
packaging aman dan produk cepat,5,positive
seller responsive harga bagus kiriman express terima kasih bantuanya,5,positive
enaaak pengiriman cpt seller responsif,5,positive
pesan malem ngiranya besok siang sampe ternyata pagi dooong udah sampai masih seger packing jangan ditanya kl rasa udah pada tahu lah enduuul nggak malu2in untuk kasih2 ke tetangga,5,positive
pagi2 sdh sampai dan packing utuh bagus tks ya,5,positive
enak ini cuma ya kicik betul,5,positive
enak dan unik mantap lah,5,positive
cepat respon delivarynya dn oke banget kuenya,5,positive
rasanya enak bgt respon chat cpt di bls pengiriman jg cpt top markotop,5,positive
puas gula aren asli dr wanginya sudah terasa,5,positive
barang sesuai pesanan seller nya responsif,5,positive
sampe barangnya cepat mkasih gan,5,positive
selalu the best,5,positive
tumben lama kirimnya,4,negative
mantaplah pokoknya,5,positive
pembelian yg kesekian ribu kaliiii,5,neutral
orderan kedua gak ada problem lancar seperti kemarin produk sesuai deskripsi,5,positive
gak sempet foto karena setelah dimasak bentar langsung habis sama papa dan gak berhenti komen klo dagingnya enak semoga tambah sukses yaa,5,positive
ke moza kitchen atas rekomendasi teman kesan setelah berberlanja seller komunikatif responsif tenderloin datang dalam keadaan beku dan menggunakan packing vakum sehingga kondisinya terjaga produk sesuai dengan yg di foto ada 2 potong tenderloin per pack tidak sabar untuk segera olah dan makan,5,positive
alway great dan memuaskan,5,positive
beneran empuk dagingnya even tebelnya lumayan next repeat order insyaa allah,5,positive
semua produk disini selalu okay,5,positive
mantap betul,5,positive
selalu okee barangnya,5,positive
okee tinggal esekusi,5,neutral
dagingnya empuk jozzz,5,positive
pngiriman cepat,5,positive
super fast respond great product thank you,5,positive
kenyil kenyil,5,neutral
cepet dtgnya,5,positive
sudah biasa langganan boba disini hrganya murah dan sellernya ramah,5,positive
barang original,5,positive
selalu order disini,5,neutral
anak suka sesuai yg diinginkan,5,positive
cepeeet,5,positive
barang diterima dengan baik thanks,5,positive
ada gumpalan susu di kopinya,3,negative
botol ny bukan yg lama beda sama foto pas order,4,negative
packing bagus mungkin udah belajar dari kesalahan sebelumnya yang menggunakan kertas akhirnya pecahpengiriman cepat oke baik lah,5,positive
enak kopinya and tempatnya bagus good job sir,5,positive
barang sesuai deskripsi enak tp proses pengiriman nya lambat padahal dah pake same day pesan jam 12 tp baru kirim esoknya,5,negative
terfavorite,5,neutral
rasa kopinya sangat light dominan rasa susu,4,positive
saya kecewa pelayanannya saya order kemaren malam berharap pagi pas buka toko pesanan langsung di kirim dengan asumsi siang or sore nyampe dirumah pas ditanyain chat gk bls pengirimannya lama saya minta cancel tp ttp di proses product juga stikernya udh broken untuk rasa kopi biasa aja,2,negative
barang sudah sampai dalam kondisi baik dan sesuai pesanan terimakasih,5,positive
mantap bro repeat order,5,positive
stok habis,1,negative
barang dikirim sudah malam kurir tidak info barang sudah tiba sesuai dengan sop kurir biasa apalagi barang ini daging mentah barang di tinggal saja dengan sekuriti barang rusak semua,2,negative
mantep barangnya sesuai foto dan deskripsi pengiriman aman dan cepat,5,positive
barang hancur dan rusak mungkin tertimpa2,1,negative
seller ramah bgt kurir lama bgt,5,positive
salah kirim setelah beberapa hari akhrnya dibantu toko utk mengantarkan toppoki yg dipesan appreciated utk penyelesaiannya,2,neutral
enak ini udah pemesanan ke 3 bumbunya pas rasanya mantappp,5,positive
ternyata kecil2 semoga enak,5,negative
rasanya enak sayang kurirnya lama bet waktu datang ada yg sudah jamuran,4,negative
sausnya ok rice cakenya agaknkyrang,3,positive
rasanya enak tapi saya ga dapet cara masaknya jadi agak kira kira,5,negative
bordir rapih bgtt suka,5,positive
pengiriman cepat pengemasan aman untuk rasa terlalu manis buat saya,4,negative
udah ga perlu kasi review lg krn udh berthn2 slalu minum jamon terbukti bs bantu jaga imun tubuh tengkyu namaste,5,neutral
pertama kalinya nyobain jamon biasa langganan hearty potion nya mnrt saya scr rasa dominan lemon dan madunya jadinya saya minumnya abis buka puasa utk ngehindarin maag utk sahur saya minum hearty potion,5,positive
mi lopppppp,5,neutral
udah repeat order sukak,5,positive
okeeee,5,neutral
yeeeyy datang disaat yg tepat imun lg drop dan ini dpt flash sale pengiriman aman bgt cairan sampe tujuan dgn selamat thx namaste,5,positive
selalu repeat order rejeki dpet flas sale,5,neutral
minumannya sampai dengan aman lalu rasanya pas almondnya kerasa dan creamy cuman kopinya gk terlalu kerasa terima kasih kak,5,positive
terlalu manis untuk selera saya taste better cold and with ice,4,negative
taste keep changing,3,negative
berasa malt,5,negative
barang diterima dan sesuai,5,positive
tumben kurirnya minta uang parkir terus botolnya ngga ada segel hitam seperti biasanya,3,negative
mantap banget rasanya,5,positive
pengiriman sesuai estimasi packing jg aman pakai bubble wrap rasanya enak creamy dan ada rasa almondnya tq seller,5,positive
ujungnya kering jadi bintang 3 aja deh yak,3,negative
wuih beneran jumbo bagus lidah buayanya pengiriman jg cepat n admin ramah,5,positive
gedeeee bangettt gak pernah liat aloe vera segede gini,5,positive
sdh trima barangnya trnyata lidah buayanya gedhee banget dibandingkan yg ada di supermarket recommended,5,positive
sering beli disini lidah buayanya segar tapi dgn syarat pengiriman yg langsung sampai paling ngk sameday klo yg hrs nginap busuk semua mungkin kepanasan bungkusnya rapat,5,positive
bbrp kali order tapi kenapa kali ini dikirim pelepah yg kecil tdk spt sblmnya gede,3,negative
di pembelian ke 2 kecewa karena barang2nya rusak waktu sampai masalahnya sudah diselesaikan dengan asuransi penggantian uang untuk barang saja tanpa diganti ongkir ada baiknya toko punya strategi supaya kejadian seperti ini tidak terulang saya lihat di komen lain ada beberapa kasus serupa karena yg dirugikan ya pasti pembeli,2,negative
sangat sangat puas gede bngt,5,positive
mantaap daaah pokoknyaa,5,positive
tokonya ok banget pesan minggu senin harusnya sudah sampai sayangnya kurirnya error dikirim engga malah ditahan aa,5,negative
ada kendala pengiriman seller info kalo dah dipickup tgl 03 dan di lacak baru terupdate di anteraja 06 dan terima hari ini tgl 07 stlh telp bbrp kali ke anteraja sy pribadi percaya seller krn track record anteraja memang diragukan,5,negative
terima kasih sudah sampai barang dengan kondisi baik dan di kemas dengan aman,5,positive
barang sesuai pesanan kualitas bagus sayang ekspedisi agak lelet dan malas update status perjalanan barang,4,negative
bagussssssss,5,positive
trima kasih cpt sampainya,5,positive
cepat dan rapih,5,positive
sudah berlangganan selalu senang belanja ditoko ini responnya cpt barangnya berkualitas packaging rapi pengantaran tepat waktu,5,positive
gooooooddddds mantabs,5,positive
penjual baik barang sampai dengan baik,5,positive
terima kasih barang sudah diterima dengan baik,5,positive
terimakasih paketnya sampai dan di bungkus dengang rapi,4,positive
sudah langganan sepeeti biasa puas recommended,5,positive
mantab sesuai deskripsi response cepat recommended,5,positive
packingan oke bgt admin fast respon rekomen deh,5,positive
saya rebus lagi sebentar biar lebih awet di kulkasnya tambah stevia vanila garam dikit enak seger banget,5,positive
sudah dtg thank you seller sukses dan sehat terus utk kurir dan seller gbu,5,neutral
kopinya joss rasanya soft dan enak dilambung,5,positive
toppp no complain,5,positive
toko langganan kopi enak harga murah tapi pembelian kali ini agak lama di pengemasan ya beli tgl 12 baru dikirim tgl 15 lain kali mohon ditingkatkan kecepatan pelayanannya,4,negative
ini dah order yang ketiga atau keempat,5,neutral
dari packing sudah tercium wangi kopinya terimakasih contoh kopinya sukses terus ya kak,5,positive
kopi wangi dan enak diminum ini orderan yang ke 2 x nya,5,positive
terimakasih uda nyampk,5,neutral
dah sampai,5,neutral
udah langganan respon dan pengiriman cepat selalu dapat produk yg terbaik,5,positive
lumayan bagus mantap berkah aamiin,5,positive
pembelian kesekian kalinya mantabb,5,neutral
kesekian kalinya beli kulit samosa disini tidak mengecewakan terima kasih banyak,5,positive
selalu cepat pengiriman nya recommended,5,positive
selalu langganannnm disiniiii pokoknya,5,neutral
kulit samosa terbaik tergurih termurah ya cuma di sini,5,positive
teksturnya lembut semoga tidak gampang patah,5,positive
pelayanannya cepat mempunyai inisiatif menanggulangi potensi hambatan transaksi dan produk kulit samosanya enak banget alhamdulillaah,5,positive
udah kesekian kalinya belanja disini kulitnya baguss ga gampang patah stelah digoreng jg jadinya crispy kulitnya seller fast response dan ramah terimakasih banyak yaa sukses terus,5,positive
baguuuuuus,5,positive
kulit nya bagus gk gampang sobek udh sering beli disini selalu memuaskan,5,positive
pengiriman cepat seller responsif,5,positive
pengiriman super cepat seller fast respond sdh bbrp kali order recommended seller,5,positive
enak lah,5,positive
ini udah ketiga kali beli kopi disini krn rasanya enaaak bgttt creamy manisnya pas suka sekali,5,positive
enak untuk yang suka kopi creamy tapi manis bangettttt ya allah,4,positive
love thanks for prompt service and constant quality,5,neutral
fast delivery dari awal sudah request supaya less sugar namun ternyata tetap manis banget terlalu creamy tidak terasa kopi nya,2,positive
terlalu creamy buat saya eneg,2,negative
terlalu manis untuk dilupakan kenangan yang indah bersama mu tinggalah mimpi you sing you lose ciyuuss beneran kemanisan kopinya,3,negative
terima dengan baik rasa biasa aja,5,negative
puas banget respon luar biasa cepat ramah pake banget recomended pokoknya,5,positive
produk masih gress,5,positive
hepii supplier pohon natal emang jempolan rapi jali cepet lancar jaya mantebz god bless the supplier and toped jg sll sehat dan makin sukses smuanya yaa,5,positive
cepat sampai bungkus ok,5,positive
puas banget belanja di sini selalu jd langganan,5,positive
selalu cepat sampai,5,positive
barang bagus makasih,5,positive
suka bgt sama pelayanannya fast respon pengiriman sangat cepat thanks ya kak sukses selalu gbu,5,positive
respon baik pengiriman cepat di hari minggu,5,positive
pengiriman cepat packingnya jg aman bgt ini pembelian ke dua,5,positive
puas cepat dan gratis ongkir,5,positive
barang sudah sampai lumayan bagus terima kasih ya,5,positive
repeat order very good service and love the products thank you,5,positive
packaging rapih dan aman produk enak segar rasanya,5,positive
bikin badan fit muka lebih kenyal dan ga jerawatan lagi packing rapi pengiriman cepat,5,positive
sampai dengan selamat dan cepat hahaha sering2 diskon yaaa hehehe,5,positive
sdah kedua x beli sring adain promo ya,5,neutral
packing sangat aman penjual ramah makasih,5,positive
pengiriman cepet banget pengemasan sangat aman respon seller ramah,5,positive
saya puas barang cepet sampai,5,positive
bagus sekali cepat seller baik dan ramah,5,positive
ternyata 1 pc 1 kg,1,neutral
fast reapon,5,positive
packing super semuanya super recommended seller super sekalih,5,positive
paket diterima baik pengemasan dan pengiriman baik harga ok,5,positive
bawang goreng tidak dicampur kulit bawang merah,5,negative
sempat ketukar bwg putih tp bwg putih nya juga bagus wangi dan saya pakai juga beli lagi deh bwg merah makasih ya mlidjo,5,positive
selalu puas belanja disini packaging rapi kemasan nya pun bagus kualitas produk terbaik top seller deh,5,positive
keren abis seneng langganan di sini,5,positive
trimaksih dengan mlinjo yang sudang merespon kami dengan baik dan pelayanan juga baik,5,positive
semua produknya selalu bagus dan segar moga laris manis dan sehat selalu kakak terima kasih,5,positive
mantap fast response pengiriman sangat cepat barang bagus,5,positive
recomended seller terimakasih,5,positive
barang sesuai pesanan harga murah kualitas terjamin packing rapi,5,positive
barang sesuai packing rapih cepat sampai good,5,positive
bawang goreng nya renyah,4,positive
enak dan renyaaah harga ok banget,5,positive
lumayan sesuai walaupun agak pahit dikit gpp sing penting response seller cepat dan ramah terima kasih sukses selalu,5,negative
sdh diterima dg baik blm dicoba sih semoga aja enak,5,neutral
pas awal nyampe sempet ada semut kecil gitu di luar paketnya terus saran aja sih tolong di segel tutup nya soalnya ga kenceng bgt gampang dibuka takut pecah aja berantakan soalnya ga ada bubblewrap nya klo segi isi sih ga begitu full tapi gatau rasanya enak apa engga belum di coba tolong perbaiki packingnya ya,4,negative
mantaabbb makasih,5,positive
mantab sesuai deskripsi dan produk maupun pengiriman oke,5,positive
respon bagus pengiriman cepat paket dibungkus rapi banget dan rasa bawangnay enak,5,positive
terlalu basah bawangnta,2,negative
fast response alhamdulillah sampai dengan aman semoga besok bisa pesen lagi yaaaaaa thank youuuuu,5,positive
terima kasih sudah diterima dengan baik sukses selalu,5,neutral
gradenya beda dgn fotonya beda sama brand tetangga tp overall enak,5,negative
kemasan aman rasa enak,5,positive
enak sih tp ga luar biasa,5,negative
makasi sudah sampai pesananku kemarin sudah di coba next pasti beli disini,5,positive
packagingnya super aman dan rapi pengiriman cepet bgt bawangnya enak bgt bakal order lagii,5,positive
keliatannya enak bawang gorengnya sekilas klo diliat dr toples nya,5,positive
bawang nya enak guruh dan renyah,5,positive
pengiriman cepat packing rapi dg bubblewrap berlapis2 bawang gorengnya asli tanpa tepung,5,positive
bawangnya ga pernah ga enak selalu mantap,5,positive
mantab brmbng ny,5,positive
uda berkali2 beli disini puas dah,5,positive
trmksh,5,neutral
gurih renyah bagornya,5,positive
bawang gorengnya enak banget kriuk dan awet udah langganan beli disini 3 tahun terakhir,5,positive
udh coba berbagai macam merk tp ny melinda yg paling enak the best bawang goreng in town,5,positive
bawang goreng terenak sih nih suka banget bawangnya gede gurih,5,positive
repeat order ke sekian terima kasih,5,neutral
pesanan sdh diterima dgn baik pelayanan dan pengiriman cepat terimakasih yaaa,5,positive
respon cepat pengiriman cepat packaging aman barang sesuai deskripsi pembelian kedua kalinya recommended seller,5,positive
barang sampai dengan baik,5,neutral
udah langganan setia deh terima kasih ya,5,neutral
sudah langganan sangat puas sekali,5,neutral
bagus tapi bukan kualitas premium sesuai harga,5,negative
siip produknya,5,positive
enak renyah,5,positive
service seller ok banget complain customer ditangani dgn baik dapat penggantian produk,5,positive
bawang yg dikirim sudah melempem kak,3,negative
tidak serenyah yg sebelum2nya saya order juga di sini,4,negative
siiipp produknya,5,positive
bawangnya lebih bagus liat langsung drpd di fotonya,5,positive
sll repeat order dsini,5,neutral
pembelian yg ke tiga kalinya bawangnya enak,5,positive
langganannnn,5,neutral
tidak spt sebelumnya warna hasil gorengan nya sedikit lebih gelap,3,negative
bawang enak dan banyak thank youu,5,positive
mantap istri saya suka dan nyuruh pesen lagi,5,positive
terima kasih ya,5,neutral
pengemasan oke bgt bersih plastik tebal isi memuaskan dan bawang gorengnya enak,5,positive
